"parents","n","labels","id"
"Paraguay",194,"Comedy","Paraguay  -  Comedy"
"Paraguay",110,"Crime","Paraguay  -  Crime"
"Paraguay",16,"Documentary","Paraguay  -  Documentary"
"Paraguay",320,"Drama","Paraguay  -  Drama"
"Paraguay",15,"Family","Paraguay  -  Family"
"Paraguay",20,"Fantasy","Paraguay  -  Fantasy"
"Paraguay",2,"Film Noir","Paraguay  -  Film Noir"
"Paraguay",1,"Game Show","Paraguay  -  Game Show"
"Paraguay",4,"History","Paraguay  -  History"
"Paraguay",33,"Horror","Paraguay  -  Horror"
"Paraguay",30,"Music","Paraguay  -  Music"
"Paraguay",1,"Musical","Paraguay  -  Musical"
"Paraguay",52,"Mystery","Paraguay  -  Mystery"
"Paraguay",4,"Reality TV","Paraguay  -  Reality TV"
"Paraguay",119,"Romance","Paraguay  -  Romance"
"Paraguay",20,"Sci Fi","Paraguay  -  Sci Fi"
"Paraguay",2,"Short","Paraguay  -  Short"
"Paraguay",7,"Sport","Paraguay  -  Sport"
"Paraguay",7,"Talk Show","Paraguay  -  Talk Show"
"Paraguay",72,"Thriller","Paraguay  -  Thriller"
"Paraguay",3,"War","Paraguay  -  War"
"Peru",172,"Action","Peru  -  Action"
"Peru",4,"Adult","Peru  -  Adult"
"Peru",123,"Adventure","Peru  -  Adventure"
"Peru",65,"Animation","Peru  -  Animation"
"Peru",2,"Biography","Peru  -  Biography"
"Peru",182,"Comedy","Peru  -  Comedy"
"Peru",102,"Crime","Peru  -  Crime"
"Peru",14,"Documentary","Peru  -  Documentary"
"Peru",294,"Drama","Peru  -  Drama"
"Peru",16,"Family","Peru  -  Family"
"Peru",29,"Fantasy","Peru  -  Fantasy"
"Peru",2,"Film Noir","Peru  -  Film Noir"
"Peru",4,"History","Peru  -  History"
"Peru",36,"Horror","Peru  -  Horror"
"Peru",18,"Music","Peru  -  Music"
"Peru",1,"Musical","Peru  -  Musical"
"Peru",47,"Mystery","Peru  -  Mystery"
"Peru",3,"Reality TV","Peru  -  Reality TV"
"Peru",107,"Romance","Peru  -  Romance"
"Peru",29,"Sci Fi","Peru  -  Sci Fi"
"Peru",1,"Short","Peru  -  Short"
"Peru",5,"Sport","Peru  -  Sport"
"Peru",5,"Talk Show","Peru  -  Talk Show"
"Peru",65,"Thriller","Peru  -  Thriller"
"Peru",3,"War","Peru  -  War"
"Philippines",221,"Action","Philippines  -  Action"
"Philippines",2,"Adult","Philippines  -  Adult"
"Philippines",97,"Adventure","Philippines  -  Adventure"
"Philippines",35,"Animation","Philippines  -  Animation"
"Philippines",8,"Biography","Philippines  -  Biography"
"Philippines",162,"Comedy","Philippines  -  Comedy"
"Philippines",130,"Crime","Philippines  -  Crime"
"Philippines",17,"Documentary","Philippines  -  Documentary"
"Philippines",307,"Drama","Philippines  -  Drama"
"Philippines",34,"Family","Philippines  -  Family"
"Philippines",39,"Fantasy","Philippines  -  Fantasy"
"Philippines",2,"Film Noir","Philippines  -  Film Noir"
"Philippines",6,"History","Philippines  -  History"
"Philippines",45,"Horror","Philippines  -  Horror"
"Philippines",3,"Music","Philippines  -  Music"
"Philippines",2,"Musical","Philippines  -  Musical"
"Philippines",64,"Mystery","Philippines  -  Mystery"
"Philippines",4,"Reality TV","Philippines  -  Reality TV"
"Philippines",113,"Romance","Philippines  -  Romance"
"Philippines",52,"Sci Fi","Philippines  -  Sci Fi"
"Philippines",2,"Short","Philippines  -  Short"
"Philippines",3,"Sport","Philippines  -  Sport"
"Philippines",5,"Talk Show","Philippines  -  Talk Show"
"Philippines",73,"Thriller","Philippines  -  Thriller"
"Philippines",3,"War","Philippines  -  War"
"Poland",159,"Action","Poland  -  Action"
"Poland",2,"Adult","Poland  -  Adult"
"Poland",172,"Adventure","Poland  -  Adventure"
"Poland",104,"Animation","Poland  -  Animation"
"Poland",7,"Biography","Poland  -  Biography"
"Poland",204,"Comedy","Poland  -  Comedy"
"Poland",134,"Crime","Poland  -  Crime"
"Poland",17,"Documentary","Poland  -  Documentary"
"Poland",307,"Drama","Poland  -  Drama"
"Poland",21,"Family","Poland  -  Family"
"Poland",42,"Fantasy","Poland  -  Fantasy"
"Poland",3,"Film Noir","Poland  -  Film Noir"
"Poland",3,"Game Show","Poland  -  Game Show"
"Poland",7,"History","Poland  -  History"
"Poland",40,"Horror","Poland  -  Horror"
"Poland",3,"Music","Poland  -  Music"
"Poland",2,"Musical","Poland  -  Musical"
"Poland",55,"Mystery","Poland  -  Mystery"
"Poland",5,"Reality TV","Poland  -  Reality TV"
"Poland",77,"Romance","Poland  -  Romance"
"Poland",25,"Sci Fi","Poland  -  Sci Fi"
"Poland",10,"Sport","Poland  -  Sport"
"Poland",8,"Talk Show","Poland  -  Talk Show"
"Poland",67,"Thriller","Poland  -  Thriller"
"Poland",3,"War","Poland  -  War"
"Poland",2,"Western","Poland  -  Western"
"Portugal",174,"Action","Portugal  -  Action"
"Portugal",3,"Adult","Portugal  -  Adult"
"Portugal",111,"Adventure","Portugal  -  Adventure"
"Portugal",39,"Animation","Portugal  -  Animation"
"Portugal",5,"Biography","Portugal  -  Biography"
"Portugal",172,"Comedy","Portugal  -  Comedy"
"Portugal",112,"Crime","Portugal  -  Crime"
"Portugal",18,"Documentary","Portugal  -  Documentary"
"Portugal",306,"Drama","Portugal  -  Drama"
"Portugal",47,"Family","Portugal  -  Family"
"Portugal",30,"Fantasy","Portugal  -  Fantasy"
"Portugal",5,"Film Noir","Portugal  -  Film Noir"
"Portugal",9,"Game Show","Portugal  -  Game Show"
"Portugal",5,"History","Portugal  -  History"
"Portugal",24,"Horror","Portugal  -  Horror"
"Portugal",53,"Music","Portugal  -  Music"
"Portugal",22,"Musical","Portugal  -  Musical"
"Portugal",41,"Mystery","Portugal  -  Mystery"
"Portugal",14,"Reality TV","Portugal  -  Reality TV"
"Portugal",98,"Romance","Portugal  -  Romance"
"Portugal",21,"Sci Fi","Portugal  -  Sci Fi"
"Portugal",11,"Sport","Portugal  -  Sport"
"Portugal",7,"Talk Show","Portugal  -  Talk Show"
"Portugal",58,"Thriller","Portugal  -  Thriller"
"Portugal",5,"War","Portugal  -  War"
"Portugal",2,"Western","Portugal  -  Western"
"Qatar",227,"Action","Qatar  -  Action"
"Qatar",2,"Adult","Qatar  -  Adult"
"Qatar",121,"Adventure","Qatar  -  Adventure"
"Qatar",32,"Animation","Qatar  -  Animation"
"Qatar",14,"Biography","Qatar  -  Biography"
"Qatar",146,"Comedy","Qatar  -  Comedy"
"Qatar",129,"Crime","Qatar  -  Crime"
"Qatar",17,"Documentary","Qatar  -  Documentary"
"Qatar",337,"Drama","Qatar  -  Drama"
"Qatar",18,"Family","Qatar  -  Family"
"Qatar",42,"Fantasy","Qatar  -  Fantasy"
"Qatar",3,"Film Noir","Qatar  -  Film Noir"
"Qatar",11,"Game Show","Qatar  -  Game Show"
"Qatar",9,"History","Qatar  -  History"
"Qatar",33,"Horror","Qatar  -  Horror"
"Qatar",1,"Music","Qatar  -  Music"
"Qatar",1,"Musical","Qatar  -  Musical"
"Qatar",51,"Mystery","Qatar  -  Mystery"
"Qatar",14,"Reality TV","Qatar  -  Reality TV"
"Qatar",114,"Romance","Qatar  -  Romance"
"Qatar",27,"Sci Fi","Qatar  -  Sci Fi"
"Qatar",8,"Sport","Qatar  -  Sport"
"Qatar",10,"Talk Show","Qatar  -  Talk Show"
"Qatar",71,"Thriller","Qatar  -  Thriller"
"Qatar",3,"War","Qatar  -  War"
"Qatar",2,"Western","Qatar  -  Western"
"Réunion",218,"Action","Réunion  -  Action"
"Réunion",2,"Adult","Réunion  -  Adult"
"Réunion",140,"Adventure","Réunion  -  Adventure"
"Réunion",61,"Animation","Réunion  -  Animation"
"Réunion",2,"Biography","Réunion  -  Biography"
"Réunion",172,"Comedy","Réunion  -  Comedy"
"Réunion",113,"Crime","Réunion  -  Crime"
"Réunion",10,"Documentary","Réunion  -  Documentary"
"Réunion",331,"Drama","Réunion  -  Drama"
"Réunion",27,"Family","Réunion  -  Family"
"Réunion",53,"Fantasy","Réunion  -  Fantasy"
"Réunion",2,"Film Noir","Réunion  -  Film Noir"
"Réunion",4,"Game Show","Réunion  -  Game Show"
"Réunion",4,"History","Réunion  -  History"
"Réunion",45,"Horror","Réunion  -  Horror"
"Réunion",36,"Music","Réunion  -  Music"
"Réunion",47,"Mystery","Réunion  -  Mystery"
"Réunion",6,"Reality TV","Réunion  -  Reality TV"
"Réunion",85,"Romance","Réunion  -  Romance"
"Réunion",28,"Sci Fi","Réunion  -  Sci Fi"
"Réunion",9,"Sport","Réunion  -  Sport"
"Réunion",7,"Talk Show","Réunion  -  Talk Show"
"Réunion",63,"Thriller","Réunion  -  Thriller"
"Réunion",1,"War","Réunion  -  War"
"Romania",186,"Action","Romania  -  Action"
"Romania",3,"Adult","Romania  -  Adult"
"Romania",105,"Adventure","Romania  -  Adventure"
"Romania",27,"Animation","Romania  -  Animation"
"Romania",12,"Biography","Romania  -  Biography"
"Romania",155,"Comedy","Romania  -  Comedy"
"Romania",143,"Crime","Romania  -  Crime"
"Romania",20,"Documentary","Romania  -  Documentary"
"Romania",350,"Drama","Romania  -  Drama"
"Romania",26,"Family","Romania  -  Family"
"Romania",41,"Fantasy","Romania  -  Fantasy"
"Romania",3,"Film Noir","Romania  -  Film Noir"
"Romania",9,"Game Show","Romania  -  Game Show"
"Romania",8,"History","Romania  -  History"
"Romania",29,"Horror","Romania  -  Horror"
"Romania",2,"Music","Romania  -  Music"
"Romania",1,"Musical","Romania  -  Musical"
"Romania",71,"Mystery","Romania  -  Mystery"
"Romania",14,"Reality TV","Romania  -  Reality TV"
"Romania",105,"Romance","Romania  -  Romance"
"Romania",24,"Sci Fi","Romania  -  Sci Fi"
"Romania",1,"Short","Romania  -  Short"
"Romania",10,"Sport","Romania  -  Sport"
"Romania",9,"Talk Show","Romania  -  Talk Show"
"Romania",70,"Thriller","Romania  -  Thriller"
"Romania",4,"War","Romania  -  War"
"Romania",2,"Western","Romania  -  Western"
"Russia",270,"Action","Russia  -  Action"
"Russia",3,"Adult","Russia  -  Adult"
"Russia",134,"Adventure","Russia  -  Adventure"
"Russia",60,"Animation","Russia  -  Animation"
"Russia",7,"Biography","Russia  -  Biography"
"Russia",170,"Comedy","Russia  -  Comedy"
"Russia",210,"Crime","Russia  -  Crime"
"Russia",24,"Documentary","Russia  -  Documentary"
"Russia",329,"Drama","Russia  -  Drama"
"Russia",28,"Family","Russia  -  Family"
"Russia",43,"Fantasy","Russia  -  Fantasy"
"Russia",6,"Film Noir","Russia  -  Film Noir"
"Russia",2,"History","Russia  -  History"
"Russia",33,"Horror","Russia  -  Horror"
"Russia",2,"Music","Russia  -  Music"
"Russia",2,"Musical","Russia  -  Musical"
"Russia",55,"Mystery","Russia  -  Mystery"
"Russia",1,"Reality TV","Russia  -  Reality TV"
"Russia",56,"Romance","Russia  -  Romance"
"Russia",22,"Sci Fi","Russia  -  Sci Fi"
"Russia",8,"Sport","Russia  -  Sport"
"Russia",12,"Talk Show","Russia  -  Talk Show"
"Russia",60,"Thriller","Russia  -  Thriller"
"Russia",2,"War","Russia  -  War"
"Saudi Arabia",253,"Action","Saudi Arabia  -  Action"
"Saudi Arabia",3,"Adult","Saudi Arabia  -  Adult"
"Saudi Arabia",103,"Adventure","Saudi Arabia  -  Adventure"
"Saudi Arabia",43,"Animation","Saudi Arabia  -  Animation"
"Saudi Arabia",8,"Biography","Saudi Arabia  -  Biography"
"Saudi Arabia",152,"Comedy","Saudi Arabia  -  Comedy"
"Saudi Arabia",157,"Crime","Saudi Arabia  -  Crime"
"Saudi Arabia",15,"Documentary","Saudi Arabia  -  Documentary"
"Saudi Arabia",328,"Drama","Saudi Arabia  -  Drama"
"Saudi Arabia",24,"Family","Saudi Arabia  -  Family"
"Saudi Arabia",31,"Fantasy","Saudi Arabia  -  Fantasy"
"Saudi Arabia",4,"Film Noir","Saudi Arabia  -  Film Noir"
"Saudi Arabia",4,"Game Show","Saudi Arabia  -  Game Show"
"Saudi Arabia",2,"History","Saudi Arabia  -  History"
"Saudi Arabia",46,"Horror","Saudi Arabia  -  Horror"
"Saudi Arabia",1,"Musical","Saudi Arabia  -  Musical"
"Saudi Arabia",59,"Mystery","Saudi Arabia  -  Mystery"
"Saudi Arabia",7,"Reality TV","Saudi Arabia  -  Reality TV"
"Saudi Arabia",79,"Romance","Saudi Arabia  -  Romance"
"Saudi Arabia",30,"Sci Fi","Saudi Arabia  -  Sci Fi"
"Saudi Arabia",6,"Sport","Saudi Arabia  -  Sport"
"Saudi Arabia",11,"Talk Show","Saudi Arabia  -  Talk Show"
"Saudi Arabia",78,"Thriller","Saudi Arabia  -  Thriller"
"Saudi Arabia",3,"War","Saudi Arabia  -  War"
"Saudi Arabia",3,"Western","Saudi Arabia  -  Western"
"Serbia",213,"Action","Serbia  -  Action"
"Serbia",3,"Adult","Serbia  -  Adult"
"Serbia",114,"Adventure","Serbia  -  Adventure"
"Serbia",38,"Animation","Serbia  -  Animation"
"Serbia",11,"Biography","Serbia  -  Biography"
"Serbia",186,"Comedy","Serbia  -  Comedy"
"Serbia",144,"Crime","Serbia  -  Crime"
"Serbia",19,"Documentary","Serbia  -  Documentary"
"Serbia",311,"Drama","Serbia  -  Drama"
"Serbia",25,"Family","Serbia  -  Family"
"Serbia",35,"Fantasy","Serbia  -  Fantasy"
"Serbia",5,"Film Noir","Serbia  -  Film Noir"
"Serbia",7,"Game Show","Serbia  -  Game Show"
"Serbia",3,"History","Serbia  -  History"
"Serbia",29,"Horror","Serbia  -  Horror"
"Serbia",4,"Music","Serbia  -  Music"
"Serbia",1,"Musical","Serbia  -  Musical"
"Serbia",50,"Mystery","Serbia  -  Mystery"
"Serbia",11,"Reality TV","Serbia  -  Reality TV"
"Serbia",96,"Romance","Serbia  -  Romance"
"Serbia",22,"Sci Fi","Serbia  -  Sci Fi"
"Serbia",11,"Sport","Serbia  -  Sport"
"Serbia",12,"Talk Show","Serbia  -  Talk Show"
"Serbia",70,"Thriller","Serbia  -  Thriller"
"Serbia",3,"War","Serbia  -  War"
"Serbia",2,"Western","Serbia  -  Western"
"Singapore",235,"Action","Singapore  -  Action"
"Singapore",2,"Adult","Singapore  -  Adult"
"Singapore",100,"Adventure","Singapore  -  Adventure"
"Singapore",29,"Animation","Singapore  -  Animation"
"Singapore",6,"Biography","Singapore  -  Biography"
"Singapore",146,"Comedy","Singapore  -  Comedy"
"Singapore",130,"Crime","Singapore  -  Crime"
"Singapore",20,"Documentary","Singapore  -  Documentary"
"Singapore",317,"Drama","Singapore  -  Drama"
"Singapore",13,"Family","Singapore  -  Family"
"Singapore",32,"Fantasy","Singapore  -  Fantasy"
"Singapore",3,"Film Noir","Singapore  -  Film Noir"
"Singapore",6,"Game Show","Singapore  -  Game Show"
"Singapore",6,"History","Singapore  -  History"
"Singapore",38,"Horror","Singapore  -  Horror"
"Singapore",4,"Music","Singapore  -  Music"
"Singapore",76,"Mystery","Singapore  -  Mystery"
"Singapore",18,"Reality TV","Singapore  -  Reality TV"
"Singapore",94,"Romance","Singapore  -  Romance"
"Singapore",50,"Sci Fi","Singapore  -  Sci Fi"
"Singapore",2,"Short","Singapore  -  Short"
"Singapore",10,"Sport","Singapore  -  Sport"
"Singapore",6,"Talk Show","Singapore  -  Talk Show"
"Singapore",72,"Thriller","Singapore  -  Thriller"
"Singapore",3,"War","Singapore  -  War"
"Slovakia",196,"Action","Slovakia  -  Action"
"Slovakia",3,"Adult","Slovakia  -  Adult"
"Slovakia",141,"Adventure","Slovakia  -  Adventure"
"Slovakia",73,"Animation","Slovakia  -  Animation"
"Slovakia",20,"Biography","Slovakia  -  Biography"
"Slovakia",194,"Comedy","Slovakia  -  Comedy"
"Slovakia",130,"Crime","Slovakia  -  Crime"
"Slovakia",33,"Documentary","Slovakia  -  Documentary"
"Slovakia",304,"Drama","Slovakia  -  Drama"
"Slovakia",33,"Family","Slovakia  -  Family"
"Slovakia",36,"Fantasy","Slovakia  -  Fantasy"
"Slovakia",4,"Film Noir","Slovakia  -  Film Noir"
"Slovakia",12,"Game Show","Slovakia  -  Game Show"
"Slovakia",6,"History","Slovakia  -  History"
"Slovakia",36,"Horror","Slovakia  -  Horror"
"Slovakia",6,"Music","Slovakia  -  Music"
"Slovakia",1,"Musical","Slovakia  -  Musical"
"Slovakia",49,"Mystery","Slovakia  -  Mystery"
"Slovakia",17,"Reality TV","Slovakia  -  Reality TV"
"Slovakia",79,"Romance","Slovakia  -  Romance"
"Slovakia",14,"Sci Fi","Slovakia  -  Sci Fi"
"Slovakia",13,"Sport","Slovakia  -  Sport"
"Slovakia",11,"Talk Show","Slovakia  -  Talk Show"
"Slovakia",46,"Thriller","Slovakia  -  Thriller"
"Slovakia",3,"War","Slovakia  -  War"
"Slovakia",2,"Western","Slovakia  -  Western"
"Slovenia",190,"Action","Slovenia  -  Action"
"Slovenia",3,"Adult","Slovenia  -  Adult"
"Slovenia",123,"Adventure","Slovenia  -  Adventure"
"Slovenia",42,"Animation","Slovenia  -  Animation"
"Slovenia",12,"Biography","Slovenia  -  Biography"
"Slovenia",189,"Comedy","Slovenia  -  Comedy"
"Slovenia",110,"Crime","Slovenia  -  Crime"
"Slovenia",22,"Documentary","Slovenia  -  Documentary"
"Slovenia",268,"Drama","Slovenia  -  Drama"
"Slovenia",28,"Family","Slovenia  -  Family"
"Slovenia",36,"Fantasy","Slovenia  -  Fantasy"
"Slovenia",4,"Film Noir","Slovenia  -  Film Noir"
"Slovenia",11,"Game Show","Slovenia  -  Game Show"
"Slovenia",4,"History","Slovenia  -  History"
"Slovenia",31,"Horror","Slovenia  -  Horror"
"Slovenia",4,"Music","Slovenia  -  Music"
"Slovenia",42,"Mystery","Slovenia  -  Mystery"
"Slovenia",17,"Reality TV","Slovenia  -  Reality TV"
"Slovenia",84,"Romance","Slovenia  -  Romance"
"Slovenia",31,"Sci Fi","Slovenia  -  Sci Fi"
"Slovenia",12,"Sport","Slovenia  -  Sport"
"Slovenia",7,"Talk Show","Slovenia  -  Talk Show"
"Slovenia",48,"Thriller","Slovenia  -  Thriller"
"Slovenia",3,"War","Slovenia  -  War"
"Slovenia",3,"Western","Slovenia  -  Western"
"South Africa",190,"Action","South Africa  -  Action"
"South Africa",2,"Adult","South Africa  -  Adult"
"South Africa",109,"Adventure","South Africa  -  Adventure"
"South Africa",49,"Animation","South Africa  -  Animation"
"South Africa",11,"Biography","South Africa  -  Biography"
"South Africa",194,"Comedy","South Africa  -  Comedy"
"South Africa",102,"Crime","South Africa  -  Crime"
"South Africa",17,"Documentary","South Africa  -  Documentary"
"South Africa",326,"Drama","South Africa  -  Drama"
"South Africa",23,"Family","South Africa  -  Family"
"South Africa",31,"Fantasy","South Africa  -  Fantasy"
"South Africa",3,"Film Noir","South Africa  -  Film Noir"
"South Africa",11,"Game Show","South Africa  -  Game Show"
"South Africa",6,"History","South Africa  -  History"
"South Africa",28,"Horror","South Africa  -  Horror"
"South Africa",1,"Music","South Africa  -  Music"
"South Africa",61,"Mystery","South Africa  -  Mystery"
"South Africa",21,"Reality TV","South Africa  -  Reality TV"
"South Africa",105,"Romance","South Africa  -  Romance"
"South Africa",50,"Sci Fi","South Africa  -  Sci Fi"
"South Africa",10,"Sport","South Africa  -  Sport"
"South Africa",11,"Talk Show","South Africa  -  Talk Show"
"South Africa",54,"Thriller","South Africa  -  Thriller"
"South Africa",3,"War","South Africa  -  War"
"South Africa",3,"Western","South Africa  -  Western"
"South Korea",190,"Action","South Korea  -  Action"
"South Korea",2,"Adult","South Korea  -  Adult"
"South Korea",80,"Adventure","South Korea  -  Adventure"
"South Korea",20,"Animation","South Korea  -  Animation"
"South Korea",2,"Biography","South Korea  -  Biography"
"South Korea",160,"Comedy","South Korea  -  Comedy"
"South Korea",85,"Crime","South Korea  -  Crime"
"South Korea",4,"Documentary","South Korea  -  Documentary"
"South Korea",303,"Drama","South Korea  -  Drama"
"South Korea",10,"Family","South Korea  -  Family"
"South Korea",47,"Fantasy","South Korea  -  Fantasy"
"South Korea",4,"Film Noir","South Korea  -  Film Noir"
"South Korea",3,"Game Show","South Korea  -  Game Show"
"South Korea",6,"History","South Korea  -  History"
"South Korea",36,"Horror","South Korea  -  Horror"
"South Korea",4,"Music","South Korea  -  Music"
"South Korea",42,"Mystery","South Korea  -  Mystery"
"South Korea",8,"Reality TV","South Korea  -  Reality TV"
"South Korea",119,"Romance","South Korea  -  Romance"
"South Korea",41,"Sci Fi","South Korea  -  Sci Fi"
"South Korea",2,"Short","South Korea  -  Short"
"South Korea",7,"Sport","South Korea  -  Sport"
"South Korea",3,"Talk Show","South Korea  -  Talk Show"
"South Korea",84,"Thriller","South Korea  -  Thriller"
"South Korea",4,"War","South Korea  -  War"
"Spain",182,"Action","Spain  -  Action"
"Spain",3,"Adult","Spain  -  Adult"
"Spain",112,"Adventure","Spain  -  Adventure"
"Spain",31,"Animation","Spain  -  Animation"
"Spain",4,"Biography","Spain  -  Biography"
"Spain",169,"Comedy","Spain  -  Comedy"
"Spain",134,"Crime","Spain  -  Crime"
"Spain",16,"Documentary","Spain  -  Documentary"
"Spain",316,"Drama","Spain  -  Drama"
"Spain",24,"Family","Spain  -  Family"
"Spain",38,"Fantasy","Spain  -  Fantasy"
"Spain",3,"Film Noir","Spain  -  Film Noir"
"Spain",4,"Game Show","Spain  -  Game Show"
"Spain",8,"History","Spain  -  History"
"Spain",39,"Horror","Spain  -  Horror"
"Spain",21,"Music","Spain  -  Music"
"Spain",55,"Mystery","Spain  -  Mystery"
"Spain",10,"Reality TV","Spain  -  Reality TV"
"Spain",99,"Romance","Spain  -  Romance"
"Spain",28,"Sci Fi","Spain  -  Sci Fi"
"Spain",1,"Short","Spain  -  Short"
"Spain",11,"Sport","Spain  -  Sport"
"Spain",11,"Talk Show","Spain  -  Talk Show"
"Spain",52,"Thriller","Spain  -  Thriller"
"Spain",3,"War","Spain  -  War"
"Spain",3,"Western","Spain  -  Western"
"Sri Lanka",199,"Action","Sri Lanka  -  Action"
"Sri Lanka",2,"Adult","Sri Lanka  -  Adult"
"Sri Lanka",75,"Adventure","Sri Lanka  -  Adventure"
"Sri Lanka",25,"Animation","Sri Lanka  -  Animation"
"Sri Lanka",4,"Biography","Sri Lanka  -  Biography"
"Sri Lanka",173,"Comedy","Sri Lanka  -  Comedy"
"Sri Lanka",143,"Crime","Sri Lanka  -  Crime"
"Sri Lanka",14,"Documentary","Sri Lanka  -  Documentary"
"Sri Lanka",364,"Drama","Sri Lanka  -  Drama"
"Sri Lanka",24,"Family","Sri Lanka  -  Family"
"Sri Lanka",33,"Fantasy","Sri Lanka  -  Fantasy"
"Sri Lanka",3,"Film Noir","Sri Lanka  -  Film Noir"
"Sri Lanka",7,"Game Show","Sri Lanka  -  Game Show"
"Sri Lanka",3,"History","Sri Lanka  -  History"
"Sri Lanka",27,"Horror","Sri Lanka  -  Horror"
"Sri Lanka",79,"Mystery","Sri Lanka  -  Mystery"
"Sri Lanka",6,"Reality TV","Sri Lanka  -  Reality TV"
"Sri Lanka",116,"Romance","Sri Lanka  -  Romance"
"Sri Lanka",38,"Sci Fi","Sri Lanka  -  Sci Fi"
"Sri Lanka",2,"Short","Sri Lanka  -  Short"
"Sri Lanka",4,"Sport","Sri Lanka  -  Sport"
"Sri Lanka",8,"Talk Show","Sri Lanka  -  Talk Show"
"Sri Lanka",63,"Thriller","Sri Lanka  -  Thriller"
"Sri Lanka",4,"War","Sri Lanka  -  War"
"Sweden",187,"Action","Sweden  -  Action"
"Sweden",3,"Adult","Sweden  -  Adult"
"Sweden",128,"Adventure","Sweden  -  Adventure"
"Sweden",59,"Animation","Sweden  -  Animation"
"Sweden",15,"Biography","Sweden  -  Biography"
"Sweden",159,"Comedy","Sweden  -  Comedy"
"Sweden",131,"Crime","Sweden  -  Crime"
"Sweden",24,"Documentary","Sweden  -  Documentary"
"Sweden",332,"Drama","Sweden  -  Drama"
"Sweden",22,"Family","Sweden  -  Family"
"Sweden",46,"Fantasy","Sweden  -  Fantasy"
"Sweden",3,"Film Noir","Sweden  -  Film Noir"
"Sweden",6,"Game Show","Sweden  -  Game Show"
"Sweden",10,"History","Sweden  -  History"
"Sweden",29,"Horror","Sweden  -  Horror"
"Sweden",6,"Music","Sweden  -  Music"
"Sweden",51,"Mystery","Sweden  -  Mystery"
"Sweden",15,"Reality TV","Sweden  -  Reality TV"
"Sweden",80,"Romance","Sweden  -  Romance"
"Sweden",26,"Sci Fi","Sweden  -  Sci Fi"
"Sweden",9,"Sport","Sweden  -  Sport"
"Sweden",7,"Talk Show","Sweden  -  Talk Show"
"Sweden",55,"Thriller","Sweden  -  Thriller"
"Sweden",10,"War","Sweden  -  War"
"Sweden",4,"Western","Sweden  -  Western"
"Switzerland",194,"Action","Switzerland  -  Action"
"Switzerland",3,"Adult","Switzerland  -  Adult"
"Switzerland",121,"Adventure","Switzerland  -  Adventure"
"Switzerland",34,"Animation","Switzerland  -  Animation"
"Switzerland",10,"Biography","Switzerland  -  Biography"
"Switzerland",180,"Comedy","Switzerland  -  Comedy"
"Switzerland",149,"Crime","Switzerland  -  Crime"
"Switzerland",28,"Documentary","Switzerland  -  Documentary"
"Switzerland",334,"Drama","Switzerland  -  Drama"
"Switzerland",41,"Family","Switzerland  -  Family"
"Switzerland",59,"Fantasy","Switzerland  -  Fantasy"
"Switzerland",5,"Film Noir","Switzerland  -  Film Noir"
"Switzerland",5,"Game Show","Switzerland  -  Game Show"
"Switzerland",7,"History","Switzerland  -  History"
"Switzerland",30,"Horror","Switzerland  -  Horror"
"Switzerland",7,"Music","Switzerland  -  Music"
"Switzerland",63,"Mystery","Switzerland  -  Mystery"
"Switzerland",11,"Reality TV","Switzerland  -  Reality TV"
"Switzerland",86,"Romance","Switzerland  -  Romance"
"Switzerland",23,"Sci Fi","Switzerland  -  Sci Fi"
"Switzerland",14,"Sport","Switzerland  -  Sport"
"Switzerland",11,"Talk Show","Switzerland  -  Talk Show"
"Switzerland",60,"Thriller","Switzerland  -  Thriller"
"Switzerland",4,"War","Switzerland  -  War"
"Switzerland",3,"Western","Switzerland  -  Western"
"Taiwan",207,"Action","Taiwan  -  Action"
"Taiwan",2,"Adult","Taiwan  -  Adult"
"Taiwan",101,"Adventure","Taiwan  -  Adventure"
"Taiwan",32,"Animation","Taiwan  -  Animation"
"Taiwan",12,"Biography","Taiwan  -  Biography"
"Taiwan",157,"Comedy","Taiwan  -  Comedy"
"Taiwan",106,"Crime","Taiwan  -  Crime"
"Taiwan",17,"Documentary","Taiwan  -  Documentary"
"Taiwan",344,"Drama","Taiwan  -  Drama"
"Taiwan",13,"Family","Taiwan  -  Family"
"Taiwan",42,"Fantasy","Taiwan  -  Fantasy"
"Taiwan",3,"Film Noir","Taiwan  -  Film Noir"
"Taiwan",1,"Game Show","Taiwan  -  Game Show"
"Taiwan",7,"History","Taiwan  -  History"
"Taiwan",35,"Horror","Taiwan  -  Horror"
"Taiwan",3,"Music","Taiwan  -  Music"
"Taiwan",82,"Mystery","Taiwan  -  Mystery"
"Taiwan",1,"Reality TV","Taiwan  -  Reality TV"
"Taiwan",155,"Romance","Taiwan  -  Romance"
"Taiwan",47,"Sci Fi","Taiwan  -  Sci Fi"
"Taiwan",2,"Short","Taiwan  -  Short"
"Taiwan",11,"Sport","Taiwan  -  Sport"
"Taiwan",3,"Talk Show","Taiwan  -  Talk Show"
"Taiwan",59,"Thriller","Taiwan  -  Thriller"
"Taiwan",4,"War","Taiwan  -  War"
"Thailand",260,"Action","Thailand  -  Action"
"Thailand",2,"Adult","Thailand  -  Adult"
"Thailand",152,"Adventure","Thailand  -  Adventure"
"Thailand",47,"Animation","Thailand  -  Animation"
"Thailand",5,"Biography","Thailand  -  Biography"
